player_id,display_name,dribbling_base,dribbling_sas,defending_base,defending_sas,passing_base,passing_sas,shooting_base,shooting_sas
dynamic_shion,S. Homma (Brugge BZ),72,72,47,50,68,69,63,65
dynamic_kanya,K. Fujimoto (Gil Vicente FC),73,74,51,53,71,72,60,61
dynamic_ranocchia,F. Ranocchia (Empoli A),66,68,61,62,71,73,60,60
dynamic_córdoba,B. Córdoba (Empoli A),61,61,70,73,62,63,52,54
dynamic_góez,Y. Góez (Maipú A),70,70,60,63,74,75,59,61
dynamic_mumba,B. Mumba (Plymouth G),62,62,61,61,65,66,57,57
dynamic_gronning,J. Grønning (Viborg FF),66,66,61,64,65,66,68,70
dynamic_kristensen,T. Bech (Aarhus GF),70,71,57,58,63,63,61,60
dynamic_sørensen,J. Sørensen (Norwich YG),70,69,64,63,70,69,56,55
dynamic_lameiras,Rúben Lameiras (GD Chaves),74,74,45,45,60,60,62,62
dynamic_meras,U. Meraş (Beşiktaş JK),62,64,63,66,65,67,54,57
dynamic_thompson,J. Thompson (Stoke RW),69,71,57,60,71,73,58,59
dynamic_guima,Guima (GD Chaves),70,70,64,64,70,70,56,56
dynamic_oğulcan,O. Ülgün (Konyaspor),60,57,63,64,67,67,56,60
dynamic_max,A. Max (La Calera R),67,64,65,62,72,69,60,57
dynamic_sorensen,C. Sørensen (F.C. København),65,62,65,64,64,61,59,58
dynamic_sergeev,I. Sergeev (F.C. København),64,64,46,49,57,56,68,66
dynamic_sissoko,I. Sissoko (AS Saint-Étienne),63,60,46,45,57,54,70,69
dynamic_mirani,D. Mirani (FC Volendam),61,61,71,74,61,60,52,50
dynamic_barbet,T. Barbet (Almere City FC),62,60,69,69,61,60,49,53
dynamic_bustamante,R. Bustamante (FC Vizela),64,61,66,63,74,71,56,54
dynamic_anderson,B. Anderson (Livingston FC),68,68,42,42,59,59,73,73
dynamic_b. castrillón,B. Castrillón (Santa Fe RB),71,71,43,43,64,65,61,61
dynamic_burak,B. Kapacak (Fenerbahçe SK),69,66,53,52,56,53,60,59
dynamic_winther,F. Winther (Fenerbahçe SK),61,62,68,69,61,61,50,49
dynamic_zennaro,M. Zennaro (Salò VA),72,73,60,61,71,71,61,60
dynamic_manneh,A. Manneh (Odense Boldklub),67,69,62,63,72,74,57,57
dynamic_fabio,Fábio Lima (ABC FC),68,70,50,52,60,62,63,65
dynamic_pereira,S. Pereira (Viña del Mar AA),61,62,72,74,59,60,50,51
dynamic_ak.bamba,K. Bamba (FC Nantes),66,67,51,53,64,65,61,62
dynamic_baggio,J. Baggio (Sukhothai FC),63,63,44,44,59,59,67,67
dynamic_shunki,S. Higashi (Sanfrecce Hiroshima),67,67,60,63,69,70,58,60
dynamic_miyashiro,T. Miyashiro (Kawasaki Frontale),69,67,47,47,60,59,72,76
dynamic_kashif,K. Bangnagande (F.C. Tokyo),64,65,62,64,63,64,53,54
dynamic_koki,K. Saito (Sparta Rotterdam),70,71,46,48,65,66,65,66
dynamic_storey,J. Storey (Preston WB),57,57,69,69,58,58,47,47
dynamic_öztürk,A. Öztürk (Pendikspor),60,61,67,68,66,66,54,55
dynamic_katić,N. Katić (FC Zürich),54,54,66,69,57,57,48,50
dynamic_hughes,A. Hughes (Preston WB),61,58,67,64,60,57,52,50
dynamic_moreno,E. Moreno (Pereira AR),68,68,62,62,72,72,57,57
dynamic_bakboord,N. Bakboord (Heracles Almelo),61,61,66,69,66,66,54,56
dynamic_victor,Victor Cardozo (BG Pathum United FC),58,58,67,67,58,58,52,52
dynamic_lukian,Lukian (Avispa Fukuoka),66,66,48,48,60,60,69,69
dynamic_c.benavidez,C. Benavídez (Álava AB),69,66,60,57,69,66,64,62
dynamic_haring,P. Haring (Heart of Midlothian FC),55,54,73,72,59,58,50,49
dynamic_tetteh,B. Tetteh (FC Metz),62,60,46,48,55,55,69,70
dynamic_kikas,Kikas (Amadora MV),67,67,45,45,60,60,68,68
dynamic_doğukan,D. Sinik (Hull OB),70,70,50,53,65,64,62,60
dynamic_rosier,L. Rosier (Fortuna Sittard),65,67,67,70,61,63,59,60
dynamic_vassell,K. Vassell (Kilmarnock FC),63,62,43,42,58,57,69,68
dynamic_glauder,Glauder (Albacete BN),60,60,66,66,60,60,50,50
dynamic_albanis,C. Albanis (Andorra la Vella AAR),70,67,51,48,63,60,65,63
dynamic_stillhart,B. Stillhart (FC Winterthur),66,66,76,76,70,71,55,55
dynamic_bernier,A. Bernier (Charleroi ZW),69,66,49,48,63,60,62,61
dynamic_joão mendes,João Mendes (Vitória SC),74,74,58,58,72,72,61,61
dynamic_riascos,B. Riascos (Gaziantep FK),61,61,41,41,55,55,67,67
dynamic_joao queiros,João Queirós (GD Chaves),60,60,67,67,61,61,44,44
dynamic_vukovic,J. Vuković (Pendikspor),66,66,66,66,70,70,59,59
dynamic_capasso,M. Capasso (Pendikspor),60,61,68,69,64,64,50,49
dynamic_genreau,D. Genreau (Toulouse FC),71,71,55,58,72,71,60,58
dynamic_christensen,J. Christensen (Toulouse FC),65,67,67,68,65,67,54,54
dynamic_mcgarry,J. McGarry (Aberdeen FC),64,64,58,58,60,60,54,54
dynamic_belardinelli,L. Belardinelli (Aberdeen FC),68,70,62,65,70,72,54,55
dynamic_edinho,Edinho (Sport Recife),73,73,43,43,68,68,66,66
dynamic_valery,Y. Valery (Angers SCO),62,62,66,66,63,64,50,49
dynamic_von moos,J. Von Moos (FC St. Gallen 1879),65,65,49,49,57,57,66,66
dynamic_omeragić,B. Omeragić (Montpellier Hérault SC),61,61,67,67,60,61,50,50
dynamic_a. blanco,Álex Blanco (Como 1907),69,69,44,44,65,65,62,62
dynamic_mbe soh,L. Mbe Soh (Almere City FC),60,62,70,71,60,61,48,49
dynamic_fossey,M. Fossey (Liège RW),64,65,58,59,61,61,46,45
dynamic_y. yanez,B. Yáñez (Santiago RA),68,68,49,49,65,66,61,61
dynamic_sierro,V. Sierro (Toulouse FC),71,71,59,59,74,74,61,61
dynamic_ryoma,R. Watanabe (F.C. Tokyo),73,71,53,55,64,64,66,67
dynamic_juklerød,S. Juklerød (F.C. Tokyo),62,62,60,63,60,61,57,59
dynamic_shackleton,J. Shackleton (Leeds W),69,69,60,60,72,72,57,57
dynamic_joaquín,Joaquín Muñoz (Huesca RA),69,69,46,46,62,62,65,65
dynamic_gonzalez,L. González (Tolima RA),64,61,48,47,55,52,70,69
dynamic_sabaly,C. Sabaly (FC Metz),65,62,43,40,60,57,67,65
dynamic_hurtado,Jan Hurtado (FC Metz),63,63,45,45,62,62,66,66
dynamic_donacien,J. Donacien (Ipswich BW),62,62,65,65,62,62,49,49
dynamic_sergio lópez,Sergio López (FC Basel 1893),63,63,59,59,63,63,50,50
dynamic_m. marius,Marius (Samsunspor),65,65,43,43,58,58,72,72
dynamic_romero,M. Romero (Alta Córdoba RB),67,67,61,61,63,63,59,59
dynamic_serbest,T. Serbest (Alta Córdoba RB),60,58,73,73,62,61,54,58
dynamic_ilic,L. Ilić (ESTAC Troyes),70,72,53,56,69,71,64,65
dynamic_steijn,S. Steijn (FC Twente Enschede),73,73,57,60,68,69,68,70
dynamic_vidal,C. Vidal (AC Ajaccio),60,57,69,70,59,59,46,50
dynamic_ondoua,G. Ondoua (Servette FC),64,64,67,67,69,67,55,54
dynamic_gboho,Y. Gboho (Brugge GZ),70,67,48,47,69,66,64,63
dynamic_alioui,N. Alioui (Havre AC),68,66,44,46,60,60,65,66
dynamic_buya turay,Mohamed Turay (Odense Boldklub),62,62,41,41,53,53,68,68
dynamic_abdelli,H. Abdelli (Angers SCO),73,74,51,52,69,69,61,62
dynamic_sangalli,Sangalli (Angers SCO),71,72,54,55,71,71,63,62
dynamic_de la fuente,Miguel De La Fuente (Leganés AB),66,64,50,48,64,62,69,67
dynamic_arroyo,A. Arroyo (Andorra la Vella AAR),53,53,66,66,58,58,48,48
dynamic_cullen,L. Cullen (Swansea W),64,66,46,49,60,62,68,69
dynamic_appiah,A. Appiah (Rotherham RW),65,62,48,47,60,57,66,65
dynamic_sohm,S. Sohm (Parma Calcio 1913),67,67,64,67,68,69,54,56
dynamic_seck,A. Seck (Parma Calcio 1913),59,59,64,67,57,56,48,46
dynamic_djouahra,N. Djouahra (Leganés AB),72,72,45,48,64,64,65,67
dynamic_deman,O. Deman (Leganés AB),69,66,49,50,64,64,63,67
dynamic_toro,Jonas Toró (Leganés AB),67,66,47,46,60,59,66,65
dynamic_camara,D. Camara (Parma Calcio 1913),69,69,59,62,71,72,60,62
dynamic_rafael santos,Rafael Santos (Orlando PW),63,63,64,64,60,60,44,44
dynamic_hayashi,M. Hayashi (Zweigen Kanazawa),64,64,48,51,60,60,73,75
dynamic_freytes,J. Freytes (La Calera R),62,62,65,65,59,59,48,48
dynamic_rober,Róber (N.E.C. Nijmegen),70,71,44,44,66,66,67,67
dynamic_youan,É. Youan (Hibernian FC),67,67,45,45,65,65,63,63
dynamic_abels,D. Abels (Grasshopper Club Zürich),66,66,67,70,64,63,53,51
dynamic_bessile,L. Bessile (Charleroi ZW),61,63,70,73,62,64,56,57
dynamic_tardeli,Tardeli Reis (Port FC),64,64,43,43,58,58,70,70
dynamic_kaique rocha,Kaique Rocha (Athletico Paranaense),61,61,68,68,60,60,51,51
dynamic_fadiga,N. Fadiga (Gent BW),66,66,62,62,60,61,54,54
dynamic_orellano,L. Orellano (Gent BW),67,69,46,49,63,65,67,68
dynamic_b.mendy,B. Mendy (Angers SCO),66,66,69,69,69,70,48,48
dynamic_angel algobia,Ángel Algobia (Levante RA),71,71,62,62,70,70,58,58
dynamic_abdu,Abdu Conté (ESTAC Troyes),61,61,61,61,60,60,48,48
dynamic_marques,Pedro Marques (N.E.C. Nijmegen),66,66,41,41,60,60,69,69
dynamic_irfan,Irfan Fandi (BG Pathum United FC),55,54,67,66,58,57,50,49
dynamic_y.fekir,Y. Fékir (BG Pathum United FC),69,69,43,43,66,67,64,63
dynamic_balci,B. Balcı (Antalyaspor),64,61,59,60,66,66,51,51
dynamic_jenison,Jenison (Grêmio Novorizontino),65,65,46,46,58,58,72,72
dynamic_ayumu,A. Seko (Grasshopper Club Zürich),59,56,74,73,62,59,51,50
dynamic_maguinho,Maguinho (Goiás E.C.),64,64,63,63,60,60,54,54
dynamic_gaete,J. Gaete (Goiás E.C.),68,70,51,52,66,68,63,63
dynamic_martínez,Jimmy Martínez (Talcahuano AN),69,71,64,67,68,70,61,62
dynamic_britos,G. Britos (Pasto RAA),66,66,49,49,57,55,71,70
dynamic_fitz jim,K. Fitz-Jim (Excelsior Rotterdam),71,72,63,65,72,73,58,59
dynamic_taabouni,M. Taabouni (Excelsior Rotterdam),69,70,49,50,64,64,62,61
dynamic_niasse,C. Niasse (BSC Young Boys),67,64,71,68,69,66,52,50
dynamic_nieto,B. Nieto (Santiago BAR),66,67,66,66,64,64,61,61
dynamic_nishizawa,K. Nishizawa (Shimizu S-Pulse),70,71,51,53,67,68,65,66
dynamic_asan,S. Asan (Pendikspor),63,63,60,63,59,60,51,53
dynamic_gabriel poveda,Gabriel Poveda (Pendikspor),67,67,51,51,60,60,69,69
dynamic_safira,Alisson Safira (Vitória SC),66,66,42,42,58,58,70,70
dynamic_anderson,Anderson Oliveira (Vitória SC),73,73,48,48,63,63,60,60
dynamic_prip,L. Prip (Konyaspor),68,70,49,52,62,64,69,70
dynamic_galovic,Nino Galovic (FC Arouca),60,60,72,72,59,59,48,48
dynamic_sandry,Sandry (Santos FC),76,76,64,64,76,76,56,56
dynamic_j.s. park,Park Ji-Soo (Santos FC),58,58,69,69,58,58,50,50
dynamic_toichi,T. Suzuki (FC Lausanne-Sport),67,65,54,54,61,60,58,62
dynamic_mortensen,P. Mortensen (Aarhus GF),64,61,47,46,55,52,71,70
dynamic_salva,Salvador Ferrer (Aarhus GF),65,65,64,64,63,63,50,50
dynamic_abqar,A. Abqar (Álava AB),58,55,69,68,59,56,46,45
dynamic_vogliacco,A. Vogliacco (Genova RB),60,57,67,66,60,57,50,49
dynamic_frare,D. Frare (A.S. Cittadella),57,57,70,73,60,59,50,48
dynamic_andré a.,André Anderson (SS Lazio),73,73,49,49,70,70,65,65
dynamic_douglas borel,Douglas Borel (EC Bahia),65,65,60,60,63,63,52,52
dynamic_na sang ho,Na Sang-Ho (EC Bahia),68,69,45,46,63,63,71,70
dynamic_colorado,A. Colorado (Club Necaxa),64,64,66,66,67,67,58,58
dynamic_yuta,Y. Higuchi (Kashima Antlers),71,71,57,57,72,73,63,62
dynamic_pinho,Stéfano Pinho (Indy Eleven),68,68,41,41,57,57,69,69
dynamic_poveda,I. Poveda (Leeds W),72,71,41,40,65,64,65,64
dynamic_bruno jose,Bruno José (Guarani FC),70,70,50,50,63,63,62,62
dynamic_teran,C. Terán (Chicago RW),57,54,67,64,60,57,50,48
dynamic_millar,L. Millar (Preston WB),66,67,45,46,57,57,63,62
dynamic_janković,M. Janković (Preston WB),71,72,54,55,70,70,60,59
dynamic_palacios,J. Palacios (Medellín RA),50,51,70,72,56,57,42,43
dynamic_murillo,A. Murillo (Bogotá AB),59,59,67,67,60,58,44,43
dynamic_famewo,A. Famewo (Sheffield BW),54,51,70,69,53,50,43,42
dynamic_heitor,Heitor (Mirassol FC),67,67,61,61,63,63,56,56
dynamic_polster,M. Polster (New England BW),66,67,66,67,67,67,52,51
dynamic_ennis,N. Ennis (Blackburn BW),64,64,44,47,57,57,71,73
dynamic_lozano,F. Lozano (Boyacá A),63,63,67,67,73,73,52,52
dynamic_zavala,C. Zavala (Curicó BR),67,67,56,56,62,62,60,60
dynamic_duarte,E. Duarte (Curicó BR),69,69,60,60,62,63,64,64
dynamic_miranda,L. Miranda (Manizales B),67,69,43,44,57,59,66,66
dynamic_blanco,R. Blanco (Magdalena RA),62,64,46,49,55,57,74,75
dynamic_rose,M. Rose (Stoke RW),57,54,70,69,58,55,50,49
dynamic_forrest,A. Forrest (Heart of Midlothian FC),69,66,49,48,64,61,67,66
dynamic_o. doumbia,O. Doumbia (Chicago RW),65,62,62,63,63,63,54,58
dynamic_mesias,C. Mesías (El Salvador BN),68,65,60,57,71,68,67,65
dynamic_togui,W. Togui (El Salvador BN),64,64,45,48,55,52,72,75
dynamic_díaz,L. Díaz (La Calera R),66,68,66,69,66,68,62,63
dynamic_sekigawa,I. Sekigawa (Kashima Antlers),61,60,70,69,60,59,46,45
dynamic_leroy,L. Leroy (Montpellier Hérault SC),70,72,65,68,72,74,52,53
dynamic_kurokawa,K. Kurokawa (Gamba Osaka),67,68,65,67,64,65,60,61
dynamic_scheidler,A. Scheidler (Gamba Osaka),66,63,41,40,61,58,71,70
dynamic_martínez,H. Martínez (Barranquilla RB),61,63,68,71,63,65,53,54
dynamic_leizza,B. Leizza (Victoria AR),60,60,71,71,62,63,52,52
dynamic_ivanov,R. Ivanov (Vissel Kobe),56,56,70,73,58,59,42,44
dynamic_adamyan,S. Adamyan (Vissel Kobe),63,63,53,56,60,61,67,69
dynamic_karo,A. Karo (Vissel Kobe),56,53,66,65,61,58,50,49
dynamic_radunovic,R. Radunović (Vissel Kobe),62,60,62,64,60,60,54,55
dynamic_klimenta,E. Klimenta (Oakland Roots SC),54,51,69,70,56,56,50,50
dynamic_mugosa,S. Mugoša (Oakland Roots SC),64,64,47,50,57,58,71,73
dynamic_nikolov,B. Nikolov (Oakland Roots SC),67,67,63,63,70,71,60,60
dynamic_hasani,F. Hasani (Oakland Roots SC),72,74,53,54,72,74,62,62
dynamic_bejtulai,E. Bejtulai (Oakland Roots SC),60,57,71,72,55,55,50,50
dynamic_spirovski,S. Spirovski (Oakland Roots SC),69,69,72,75,65,66,59,61
dynamic_nicolussi c.,H. Nicolussi (Piemonte BN),72,73,60,61,75,75,58,59
dynamic_molinas,A. Molinas (Victoria AR),74,71,48,47,74,71,62,61
dynamic_esteves,Lucas Esteves (Fortaleza EC),66,66,59,59,62,62,56,56
dynamic_trujillo,C. Trujillo (Tolima RA),67,67,68,68,73,73,55,55
dynamic_cissokho,T. Cissokho (US Quevilly Rouen),54,52,71,71,55,54,43,47
dynamic_l. vázquez,L. Vázquez (Anderlecht PW),65,67,43,46,59,61,66,67
dynamic_d. hernández,D. Hernández (Pereira AR),56,56,73,76,63,62,43,41
dynamic_j. buckley,J. Buckley (Sheffield BW),71,71,58,58,70,70,62,62
dynamic_f. boné,F. Boné (Tolima RA),70,72,46,47,62,64,67,67
dynamic_dawhan,Dawhan (Gamba Osaka),68,68,64,64,70,70,62,62
dynamic_bruno melo,Bruno Melo (Goiás E.C.),67,67,64,64,64,64,60,60
dynamic_m. hosoya,M. Hosoya (Kashiwa Reysol),64,65,45,46,61,61,71,70
dynamic_ratiu,A. Rațiu (Vallecas BR),68,65,61,60,63,60,53,52
dynamic_blažič,M. Blažič (Vallecas BR),60,61,73,74,60,60,47,46
dynamic_maldonado,D. Maldonado (Los Angeles BY),58,58,69,69,58,58,50,50
dynamic_papoulis,F. Papoulis (Los Angeles BY),69,71,53,54,69,71,63,63
dynamic_ramírez,C. Ramirez (Columbus BY),65,65,41,41,64,64,71,71
dynamic_antov,V. Antov (Cremona GR),63,63,69,69,66,66,52,52
dynamic_moonhwan,Kim Moon-Hwan (Cremona GR),63,64,61,63,61,63,53,53
dynamic_dräger,M. Dräger (FC Basel 1893),61,62,61,62,59,59,56,55
dynamic_collins,J. Collins (FC Basel 1893),64,62,48,48,61,60,69,73
dynamic_collins,J. Collins (Cardiff B),62,60,62,62,60,59,51,55
dynamic_mihaj,E. Mihaj (FC Famalicão),57,54,75,76,57,57,49,49
dynamic_lassiter,A. Lassiter (Montreal BWB),65,62,49,48,62,59,68,67
dynamic_vorogovskiy,Y. Vorogovskiy (Montreal BWB),64,64,62,62,66,67,49,48
dynamic_lópez,H. López (Godoy Cruz AB),72,69,43,40,64,61,62,60
dynamic_ferrario,E. Ferrario (La Calera R),59,56,73,74,60,60,54,54
dynamic_de haas,J. De Haas (FC Famalicão),59,59,74,76,60,61,46,46
dynamic_konno,K. Konno (Avispa Fukuoka),69,70,48,50,65,66,59,60
dynamic_pierotti,S. Pierotti (Santa Fe RN),70,70,50,53,64,65,64,66
dynamic_vera,F. Vera (Santa Fe RB),62,62,62,64,60,59,52,51
dynamic_takamine,T. Takamine (Kashiwa Reysol),67,65,67,67,68,67,60,64
dynamic_deijl,M. Deijl (Go Ahead Eagles),64,65,65,66,62,62,53,52
dynamic_kersten,S. Kersten (PEC Zwolle),60,60,71,74,59,60,43,45
dynamic_picco,L. Picco (Santa Fe RN),69,71,60,63,69,71,55,56
dynamic_soraire,J. Soraire (Banfield VB),71,71,57,57,70,70,59,59
dynamic_torrent,F. Torrent (Parque Patricios R),65,67,58,59,61,63,55,55
dynamic_baldwin,J. Baldwin (Ross County FC),60,60,72,72,60,60,45,45
dynamic_neill,D. Neil (Sunderland RWB),70,70,64,67,72,71,61,59
dynamic_delos,S. Delos (Sunderland RWB),63,63,60,63,60,61,57,59
dynamic_morgantini,N. Morgantini (Vicente López M),67,67,60,63,64,64,56,58
dynamic_apache,F. Baldassarra (Vicente López M),69,71,57,58,71,73,64,64
dynamic_van der venne,R. van der Venne (FC St. Gallen 1879),70,70,57,58,69,69,66,66
dynamic_styles,C. Styles (FC St. Gallen 1879),66,63,60,57,68,65,60,58
dynamic_whatmough,J. Whatmough (Preston WB),59,59,72,72,58,58,49,49
dynamic_boranijasevic,N. Boranijašević (FC Zürich),58,58,64,67,60,60,53,55
dynamic_gonzález,F. González (Rosario RN),69,70,49,50,64,64,68,69
dynamic_fali cande,Fali Candé (FC Metz),57,57,62,62,60,60,53,53
dynamic_vega,C. Vega (Santa Fe RN),70,71,63,64,69,69,56,57
dynamic_özdemir,B. Özdemir (Santa Fe RN),65,65,69,72,69,70,54,56
dynamic_alves,F. Alves (Brøndby IF),58,56,67,69,59,59,51,52
dynamic_carstensen,R. Carstensen (Brøndby IF),63,65,59,60,60,62,54,54
dynamic_jørgensen,S. Jørgensen (Brøndby IF),71,72,52,54,65,66,63,64
dynamic_mitchell,B. Mitchell (Millwall BW),67,64,66,63,69,66,52,50
dynamic_bogusz,M. Bogusz (Los Angeles BY),70,71,51,52,64,64,67,66
dynamic_fofana,B. Fofana (Servette FC),67,64,51,50,58,55,62,61
dynamic_gaari,J. Gaari (RKC Waalwijk),62,62,66,66,61,61,57,57
dynamic_bakari,S. Bakari (Sparta Rotterdam),68,68,62,65,62,63,58,60
dynamic_rubén gonzález,Rubén González (Santander VB),59,59,71,71,59,59,45,45
dynamic_bangura,A. Bangura (Middlesbrough RW),64,61,60,59,65,62,56,55
dynamic_alvarado,J. Alvarado (Medellín RA),70,71,63,64,73,73,59,58
dynamic_biasci,T. Biasci (Catanzaro GR),68,66,41,41,60,59,73,77
dynamic_adi̇l demi̇rbağ,A. Demirbağ (Konyaspor),52,49,65,64,56,53,44,43
dynamic_d'errico,A. D'Errico (Konyaspor),68,65,55,54,73,70,60,59
dynamic_tait,F. Tait (FC Südtirol),67,67,60,63,65,64,60,58
dynamic_knight,J. Knight (Bristol R),66,64,60,60,69,68,60,64
dynamic_higor,Higor Meritão (Bristol R),68,68,65,65,69,69,56,56
dynamic_bruno tubarão,Bruno Tubarão (Atlético Goianiense),68,68,54,54,63,63,66,66
dynamic_lucas dias,Lucas Dias (Botafogo SP),53,53,71,71,52,52,41,41
dynamic_camilo,Camilo (Botafogo SP),68,68,65,65,68,68,60,60
dynamic_fellipe mateus,Fellipe Mateus (Criciuma E.C.),72,72,49,49,72,72,67,67
dynamic_geertsen,N. Geertsen (Hvidovre IF),58,58,73,76,59,59,51,53
dynamic_diarra,M. Diarra (Toulouse FC),61,61,62,62,60,61,42,42
dynamic_ghion,A. Ghion (Catanzaro GR),70,67,60,59,71,68,59,58
dynamic_manuel lopes,Manuel Lopes (Gil Vicente FC),62,62,69,69,67,67,42,42
dynamic_ewerthon,Ewerthon (Sport Recife),64,64,61,61,60,60,59,59
dynamic_pizarro,V. Pizarro (CSD Colo-Colo),70,67,70,67,67,64,58,56
dynamic_matheus bahia,Matheus Bahia (EC Bahia),65,65,62,62,60,60,49,49
dynamic_taylor,A. Taylor (EC Bahia),57,54,71,68,54,51,55,53
dynamic_puerta,M. Puerta (Rionegro RA),65,66,68,69,62,62,52,51
dynamic_michalak,K. Michalak (Konyaspor),63,64,45,47,60,61,59,60
dynamic_koroma,J. Koroma (Huddersfield BW),66,66,49,49,60,60,66,66
dynamic_abass,I. Abass (GD Chaves),66,65,48,47,60,59,65,64
dynamic_giraudo,F. Giraudo (A.S. Cittadella),64,64,62,62,61,61,52,52
dynamic_akujobi,H. Akujobi (Almere City FC),61,62,63,64,65,65,59,60
dynamic_hendriks,R. Hendriks (SBV Vitesse),65,63,68,70,64,64,43,44
dynamic_doğan,D. Erdoğan (SBV Vitesse),65,62,67,64,69,66,56,54
dynamic_mostovoy,A. Mostovoy (SBV Vitesse),67,64,48,47,65,62,62,61
dynamic_kirian,Kirian (Las Palmas AA),71,71,55,55,71,71,63,63
dynamic_reyna,B. Reyna (Alianza Lima),69,69,49,49,60,61,65,64
dynamic_ndiaye,R. Ndiaye (Havre AC),68,65,64,63,71,68,54,53
dynamic_akyol,U. Akyol (Antalyaspor),63,65,69,72,68,70,54,57
dynamic_danilo,Danilo Boza (EC Juventude),61,61,68,68,59,59,53,53
dynamic_sibbick,T. Sibbick (Heart of Midlothian FC),57,55,67,67,61,60,48,52
dynamic_zuriko,Z. Davitashvili (FC Girondins Bordeaux),69,69,47,47,67,67,61,61
dynamic_huiberts,D. Huiberts (PEC Zwolle),68,68,61,64,70,69,63,61
dynamic_di̇kmen,S. Dikmen (Konyaspor),63,63,68,71,66,67,55,57
dynamic_larouci,Y. Larouci (Sheffield RB),64,64,59,59,60,61,51,50
dynamic_gallagher,J. Gallagher (Austin GB),64,64,58,58,62,60,60,59
dynamic_agouzoul,S. Agouzoul (AJ Auxerre),59,59,70,73,60,61,48,50
dynamic_vitor mendes,Vitor Mendes (Fluminense FC),57,57,72,72,58,58,45,45
dynamic_ojeda,B. Ojeda (Salt Lake RB),70,72,60,61,72,74,58,58
dynamic_villadsen,O. Villadsen (FC Nordsjælland),61,58,59,60,60,60,55,59
dynamic_manu justo,Manu Justo (Ferrol VB),65,65,46,46,58,58,71,71
dynamic_castro,J. Castro (Bogotá VB),64,64,68,68,65,65,60,60
dynamic_burch,M. Burch (Bogotá VB),58,59,74,75,61,61,49,48
dynamic_alexandropoulos,S. Alexandropoulos (Bogotá VB),71,71,65,68,72,73,52,54
dynamic_cundle,L. Cundle (Plymouth G),72,74,58,61,71,73,61,62
dynamic_hájek,T. Hájek (Plymouth G),61,59,72,72,62,61,43,47
dynamic_lutonda,T. Lutonda (RKC Waalwijk),62,60,63,63,64,63,46,50
dynamic_ait el hadj,A. Ait El Hadj (Genk BW),74,74,49,50,69,69,62,62
dynamic_sagna,A. Sagna (En Avant Guingamp),64,61,40,40,54,51,63,62
dynamic_p.álvaro,Pedro Álvaro (GD Estoril Praia),58,58,71,71,60,60,45,45
dynamic_joão ferreira,João Ferreira (Udine BN),66,66,63,63,64,64,49,49
dynamic_dantas,Tiago Dantas (AZ Alkmaar),73,73,55,55,76,76,58,58
dynamic_d.tavares,David Tavares (AZ Alkmaar),68,69,57,58,68,69,56,56
dynamic_parrott,T. Parrott (Excelsior Rotterdam),64,62,45,45,60,59,69,73
dynamic_gonzález,L. González (Avellaneda R),74,75,57,58,70,70,60,61
dynamic_pérez,M. Pérez (Avellaneda R),58,56,70,72,64,64,46,47
dynamic_farioli,B. Farioli (Santiago del Estero BN),71,71,49,49,71,72,60,60
dynamic_castillo,A. Castillo (Talcahuano AN),67,69,69,72,63,65,55,56
dynamic_e. quaresma,Eduardo Quaresma (Sporting CP),62,62,67,67,65,65,48,48
dynamic_rodrigo rodrigues,Rodrigo Rodrigues (EC Juventude),63,63,46,46,59,59,72,72
dynamic_holsgrove,J. Holsgrove (GD Estoril Praia),71,71,59,59,68,68,60,60
dynamic_bakwa,D. Bakwa (RC Strasbourg Alsace),67,67,47,50,61,60,63,61
dynamic_fernández,D. Fernández (Liniers AB),60,60,67,67,66,66,45,45
dynamic_ibarra,F. Ibarra (Toronto RW),68,65,67,64,71,68,59,57
dynamic_mcloughlin,S. McLoughlin (Hull OB),61,61,71,74,63,64,44,46
dynamic_boselli,J. Boselli (Gil Vicente FC),72,72,48,51,65,66,67,69
dynamic_ramsay,C. Ramsay (Preston WB),66,68,60,63,66,68,52,53
dynamic_henrique g.,Henrique Gomes (Almere City FC),62,62,65,65,60,60,52,52
dynamic_akolo,C. Akolo (FC St. Gallen 1879),67,64,47,44,60,57,69,67
dynamic_t. esteves,Tomás Esteves (Pisa Sporting Club),67,67,64,64,63,63,51,51
dynamic_queirós,Diogo Queirós (Pisa Sporting Club),61,61,68,68,62,62,49,49
dynamic_romário baró,Romário Baró (FC Porto),72,72,60,60,71,71,59,59
dynamic_ba,P. Ba (Grenoble Foot 38),64,64,41,42,57,57,71,71
dynamic_aké,M. Aké (Udine BN),69,70,43,44,61,61,61,60
dynamic_lihadji,I. Lihadji (Udine BN),71,70,43,42,64,63,63,62
dynamic_yade,P. Yade (US Quevilly Rouen),68,67,50,49,59,58,64,63
dynamic_vroegh,P. Vroegh (RKC Waalwijk),69,68,65,64,69,68,57,56
dynamic_idah,A. Idah (Norwich YG),63,60,45,44,60,57,68,67
dynamic_yearwood,D. Yearwood (New York WR),66,63,61,60,69,66,57,56
dynamic_whittaker,M. Whittaker (Plymouth G),66,64,46,46,65,64,67,71
dynamic_bermejo,Sergio Bermejo (Zaragoza BA),72,72,50,50,62,62,64,64
dynamic_lucão,Lucão (Fagiano Okayama),62,63,46,47,59,59,72,72
dynamic_bauer,R. Bauer (Fagiano Okayama),61,61,67,67,60,60,51,51
